,state,city,song,artist,uris
9121,New York,New York City,Times Square Ballet,(from On the Town (musical),spotify:track:24pZxIXNIw4u7noxFU8VPw
9122,New York,New York City,Times Square GoGo Boy,East River Pipe,error
9123,New York,New York City,Times Square Heart,Eddie Schwartz,spotify:track:7cSrinnWU5BPteSGArNGZX
9124,New York,New York City,Times Square Machine (N.Y.C. February 1991),Chris Whitley,spotify:track:4jvWSebnoOsOIFX0uKn3ej
9125,New York,New York City,Times Square Rag,David Chesky,spotify:track:7DG2Yb336cAtidgshFNylr
9126,New York,New York City,Times Square Rag,Harry Roy,spotify:track:7DG2Yb336cAtidgshFNylr
9127,New York,New York City,Time Squared,Eric Leeds,spotify:track:78RLQFXogmJ2NhPLuY0Dgr
9128,New York,New York City,Time Squared,Yellowjackets,spotify:track:78RLQFXogmJ2NhPLuY0Dgr
9129,New York,New York City,Tin Pan Alley,Apples In Stereo,spotify:track:0VCeZATHAiT5VJVWHlx0af
9130,New York,New York City,Tin Pan Alley,Jerry Ross and Richard Adler,spotify:track:7zto61V8ySp03Qi6X1LU2X
9131,New York,New York City,Tin Pan Alley,"(a.k.a. ""The Roughest Place in Town"")  Jimmy Wilson",spotify:track:7zto61V8ySp03Qi6X1LU2X
9132,New York,New York City,Tin Pan Alley Rag,Jack Fina,spotify:track:6tKC7ZKEKBuCF8wncckzTM
9133,New York,New York City,Tina Toledo's Street Walkin' Blues,Ryan Adams,spotify:track:0jaw0pN1v5xyhkStfQj3rJ
9134,New York,New York City,Tinseltown to the Boogiedown,Scritti Politti (mentions NYPD and the Boogiedown is The Bronx),spotify:track:49gANXgfPfP5UVK8K7uKek
9135,New York,New York City,To a Broadway Rose,Artie Shaw,spotify:track:1JN0T9flOWGfslDJfGK7XI
9136,New York,New York City,To Birdland and Hurry,Herbie Mann,spotify:track:0FskObyGiad83F5q3qT99H
9137,New York,New York City,To Get to You (55th & 3rd),Kenny Chesney,spotify:track:5K66N0FW2phuTqMvZqscVy
9138,New York,New York City,Token Back to Brooklyn,They Might Be Giants,spotify:track:0E9L98lkItMbw3yrllecHM
9139,New York,New York City,Tom Jones International,Tom Jones,spotify:track:3sewGIiDqZqxHVXtjduXLB
9140,New York,New York City,Tom's Diner,Suzanne Vega,spotify:track:7f9sC9fvtjYSZYOLSmKJlq
9141,New York,New York City,Tompkins Park,Peter Daltrey,spotify:track:5DmWOVaWBbIWKQnk6bMdwu
9142,New York,New York City,Tompkins Square,The Harbingers,spotify:track:0jKgGTL9adoFE08kgFoepd
9143,New York,New York City,Tompkins Square Blues,The Optic Nerve,spotify:track:3pvTUQ7nf1ECHrNycIZhr9
9144,New York,New York City,Tompkins Square Park,Chamaeleon Church,spotify:track:6farvXPGljtf4qBkAlgHFe
9145,New York,New York City,Tompkins Square Park,Mumford & Sons,spotify:track:5DmWOVaWBbIWKQnk6bMdwu
9146,New York,New York City,A Tone Parallel to Harlem,Jazz In The Classroom,spotify:track:3eeHsrDvZlhpSNKHmGeBdJ
9147,New York,New York City,Too Dumb for New York City,Waylon Jennings,spotify:track:6Wn39JX5yBRkq8NaD8OioN
9148,New York,New York City,Too Late (New York City),Tycoon,spotify:track:2hZjk0seFyIbaEcZuyw1kx
9149,New York,New York City,Took Place in East New York,Stetsasonic,spotify:track:6BcGcyWcpO4DvEgkKIBydo
9150,New York,New York City,The Touchables in Brooklyn,Dickie Goodman,spotify:track:0Z92h6rKELLqw9uyy5vH0I
9151,New York,New York City,Townsend in the Square,Michael Conway Baker,error
9152,New York,New York City,Toyan On Broadway,Toyan,error
9153,New York,New York City,Train Under Water,Bright Eyes,spotify:track:2JE9Xp5V9UiK39JbKXGqWV
9154,New York,New York City,Transfiguration of Hiram Brown Suite,Mose Allison,error
9155,New York,New York City,Tracie's Hideout,Tracie Spencer,spotify:track:3fkTKBCvmyqamAT91RAdg7
9156,New York,New York City,Transfer to Manhattan,James Moody (saxophonist),spotify:track:4OFhwpidaxPXAl7I8wp5DF
9157,New York,New York City,The Treat of 42nd Street,Gary Glitter,spotify:track:7c6kpHFM6a6QyaJwil5784
9158,New York,New York City,A Tree Grows in Brooklyn (Overture),(from the musical A Tree Grows in Brooklyn),spotify:track:1xwNkmeMAlio5U8hPWHMHq
9159,New York,New York City,A Tree That Grows in Brooklyn,(from Follow The Girls),spotify:track:31T2eiijeqt889WLLYHJc3
9160,New York,New York City,The Tremont Avenue Cruisewear Fashion Show,(music  Jerry Livingston; lyrics  Mack David),error
9161,New York,New York City,Tres Leches (Triboro Trilogy),Big Punisher,spotify:track:3KTfwbSw455pMTq8BfFIF3
9162,New York,New York City,Trial of Tears,Dream Theater,spotify:track:3FK7zg1VfqTufbp7FwBeA9
9163,New York,New York City,Tribeca,A Certain Ratio,spotify:track:6MLjV2bJ19PEBFC82GU6G6
9164,New York,New York City,Tribeca,Greg Adams,spotify:track:4kHUiIuoWOU9obIJ1kMb8D
9165,New York,New York City,Tribeca,Kenny G,spotify:track:4iaqAIsPzcIITMJGrdilPB
9166,New York,New York City,Tribecca,D'wayne Wiggins,spotify:track:4zPOVhGJYhD8JwK6VbMVKi
9167,New York,New York City,The Tribes of New York,Ornette Coleman,spotify:track:21xPbpE2VfAKwnVaAg2s3R
9168,New York,New York City,Triboro Drive,Kenyon Hopkins,spotify:track:7aV451cbsQUSiErxsXfSiT
9169,New York,New York City,A Trip to New York,Charlie Poole,spotify:track:65i5xezgJRf9rz1EOE8pyX
9170,New York,New York City,A Trip to NYC,Sleeping States,spotify:track:08ACwYQp5MGFUkFteuyWQi
9171,New York,New York City,Trouble on the Westside,Tony Touch featuring Slick Rick,spotify:track:0NkOgfXjBhsnVJvPllu8wF
9172,New York,New York City,Truckin' (They're Going Hollywood in Harlem),Martha Raye,error
9173,New York,New York City,The True Meaning,Cormega,spotify:track:2xXbFDcvgl6A5KOI7zidpY
9174,New York,New York City,The Truth Ain't Pretty,Steve Conte & The Crazy Truth,spotify:track:3riWarT0g7QVeFvdInnmtW
9175,New York,New York City,Trylon Swing,Cab Calloway,spotify:track:6bCMHhxWCBHvhdig4b0VY2
9176,New York,New York City,T.S.O.B.,Master Jay & Michael Dee,spotify:track:4wXfwP0CB5T1djvJf9c2lk
9177,New York,New York City,Tuesday in New York,Jon Mark/MarkAlmond,spotify:track:1LLRiBMjKF2u7ZhtdMAno3
9178,New York,New York City,Tunnel of Love,Dire Straits,spotify:track:06ku5BBS2HufqSDVkcSR15
9179,New York,New York City,Turn Me Loose on Broadway,(from the musical 'Two's Company'),spotify:track:6mHPT1ydxUjGBnXLrsXUXx
9180,New York,New York City,Turtle Bay,Herbie Mann,spotify:track:1BoTUVwSn4Zk1VWDpAtV9y
9181,New York,New York City,T.V. Land,Vast Aire,spotify:track:5ZpiUVucWaqUIJwVFHa7L7
9182,New York,New York City,Twelve Thirty (Young Girls Are Coming to the Canyon),The Mamas & the Papas,spotify:track:2nmteiJeK6RAIGH3pL9Pmh
9183,New York,New York City,Twenty Years,Augustana,spotify:track:2xqjlxsJpuRwNnq5iz9sGX
9184,New York,New York City,Twilo Thunder,Breeder,spotify:track:4V4tRneZgY1zEhaQCro155
9185,New York,New York City,Twin Hype,Twin Hype,spotify:track:6HxWfMeAh9ZkmMvyEhNanw
9186,New York,New York City,Twist Twist,The Chakachas,spotify:track:6pEzBR6HzxJ58yO0UZJbrc
9187,New York,New York City,Twistin' at the Waldorf,Don Meehan,error
9188,New York,New York City,Twistin' the Night Away,Sam Cooke,spotify:track:7FS541dJh3iQAEXEZoDhE6
9189,New York,New York City,Two Little Girls,Ani DiFranco,spotify:track:1BLV8sIYFJrjMcnsZ8sXyA
9190,New York,New York City,Two Nobodys in New York,from the musical title of show,spotify:track:0VuSmVEqBE5t1JeaDfZFoP
9191,New York,New York City,Two People from New York,Terry Black & Laurel Ward,spotify:track:5Xqp1YZvXpsFUTGKTh98qg
9192,New York,New York City,Two White Boys Watching James Brown at the Apollo,David Grisman & Andy Statman,error
9193,New York,New York City,UFO Over N.Y.,Guru Guru,spotify:track:3iup1SNAHvMH9dBd9CFpG2
9194,New York,New York City,Ugly Heart,G.R.L.,spotify:track:3qqho4PnTn3zlMPBzWhFFD
9195,New York,New York City,Ugly New York,Peter Wolf (producer),spotify:track:6Wn39JX5yBRkq8NaD8OioN
9196,New York,New York City,U.M.M.G.(Upper Manhattan Medical Group),Duke Ellington,spotify:track:5sJpQV6iIInQ4DqL3Jfqzc
9197,New York,New York City,U.N. Building,Harry Geller And His Orchestra,spotify:track:72BrHP1XN3WQOIxU0nXggz
9198,New York,New York City,Un Caribe En Nueva York,Ricardo Arjona,spotify:track:4G6Yu0ND0Gb8OfJ7f7vVwF
9199,New York,New York City,Un Dia En Nueva York,Los Hermanos Rosario,spotify:track:2iVYpMyDBnCukMwJm3ocTB
9200,New York,New York City,Un Ecureuil À Central Park,Claude Nougaro,spotify:track:2HnMnz3TrQFximEKoCkwDI
9201,New York,New York City,Un Oiseau Sur NewYork,Alec R. Costandinos,error
9202,New York,New York City,Un Rêve Plus Long Que la Nuit,The Mountain Goats,spotify:track:0n0nmp1jf4UJgWcH69LISc
9203,New York,New York City,Un Verano En Nueva York,El Gran Combo de Puerto Rico,spotify:track:1q2J8KWeewoqOrZI4a65P9
9204,New York,New York City,Un jour j'irai à NewYork avec toi,Téléphone,error
9205,New York,New York City,Una sera a New York,Marcella Bella,spotify:track:4cB3rVxbR2zjWGX6LdyXo8
9206,New York,New York City,Uncle In Harlem,New Deal Rhythm Band,spotify:track:654cyOWJ9DN9XKz0B8Y0Cq
9207,New York,New York City,Under Pressure,(full version)  Queen & David Bowie,spotify:track:11IzgLRXV7Cgek3tEgGgjw
9208,New York,New York City,Under The 4th Street Bridge,Bill Wolfer,spotify:track:0fOqZQuDVVCggcCSmMQgY8
9209,New York,New York City,Undercover Of The Night,Rolling Stones,spotify:track:4N8oxV3hvn8Efyo4yxp3LG
9210,New York,New York City,Underground,Jane's Addiction,spotify:track:5SleusK2Wc2SH46DVidSES
9211,New York,New York City,Underground,Versus,spotify:track:7dUc9mMY0QV7QghpdGJWfI
9212,New York,New York City,Underground Town,The Toasters,spotify:track:3e8osmwGlqF7p4Va7YVWFn
9213,New York,New York City,Underneath the Harlem Moon,Don Redman and his Orchestra,spotify:track:4Req6vALcavf7e27bvTJjX
9214,New York,New York City,Unexpected Lover In N.Y.,TSquare,spotify:track:27V7HvJJTynNDjsmsg4QaE
9215,New York,New York City,Union Square,Tom Waits,spotify:track:1BY6jSunIhyzLwhl1UW8Rp
9216,New York,New York City,Unity,Afrika Bambaataa & James Brown,spotify:track:47qYqGPgMTh3l1PRKBHEfI
9217,New York,New York City,Utopia Parkway,Fountains Of Wayne,spotify:track:7ns9FS0wnvuGW26YBeRkJc
9218,New York,New York City,Utopia Pkwy,Cul De Sac,spotify:track:6COzCw9grHmVQrsMpeUBcj
9219,New York,New York City,Up And Down Lenox,Mobstyle,error
9220,New York,New York City,Up Cherry Street,Baja Marimba Band,spotify:track:32Dc8TITxakZKhLef6PWQq
9221,New York,New York City,Up in Central Park,Al Goodman and his Orchestra,spotify:track:3i10Co0CjEzd1UpamggnlT
9222,New York,New York City,Up In Harlem,Boys Choir of Harlem,spotify:track:67rg2h75CheOuDeOJOdXtW
9223,New York,New York City,Up in the Streets of Harlem,the Drifters,spotify:track:318NOIjPwIhSygdjeXkMQk
9224,New York,New York City,Up On Fifth Avenue Near Central Park,John Frederick Coots and Raymond W. Klages,error
9225,New York,New York City,Up On The Catwalk,Simple Minds,spotify:track:2LrrEKuTtb7jBU6ZYc0ed7
9226,New York,New York City,Up On The Hudson Shore,Al Jolson and Harold Atteridge,error
9227,New York,New York City,Upper Madison Avenue Blues,Bob Short,spotify:track:4MShSNkXq3qj652ifXGMhg
9228,New York,New York City,Upper Manhattan Medical Group,Steve Kuhn Trio,spotify:track:5nZ3cWYXLM6exMFCweubmL
9229,New York,New York City,Upper West Side,King Princess,spotify:track:7vfaRUaFBDwENwa3tzJY64
9230,New York,New York City,Upper West Side Story,Bob Broom,spotify:track:0trUnseR1MOglYaNV56AMD
9231,New York,New York City,Uprock,Rock Steady Crew,spotify:track:3ePBOxk0KixjwDOLscYtQz
9232,New York,New York City,Uptight Manhattan,David Peel,spotify:track:5sL8uMdH3KW3MA0dYC2Lfw
9233,New York,New York City,Uptown,The Chambers Brothers,spotify:track:7jdaancLRhdfIU8Ujawi9i
9234,New York,New York City,Uptown,Joe Bataan,spotify:track:7zYkzG4BgJYnqpOWOb3tK2
9235,New York,New York City,Uptown,Lee Ritenour,spotify:track:6bmfY19xySfra4iTrPmJBO
9236,New York,New York City,Uptown Girl,Billy Joel,spotify:track:5zA8vzDGqPl2AzZkEYQGKh
9237,New York,New York City,Uptown New York,Sherman Hunter,spotify:track:4ZbEG286sQUvSR2JSKvjpH
9238,New York,New York City,Urbania,Nowomowa,spotify:track:6ItHYouxda3WMN6XDozvsL
9239,New York,New York City,Usa un Condón,Miki González,spotify:track:7xIhhdz1qNaNuY00HWr1Ay
9240,New York,New York City,Utica Ave. In Dub,Sly and Robbie,error
9241,New York,New York City,Vado a Nuova York,Mecano,error
9242,New York,New York City,Val Jester,The National,spotify:track:6lvQMMJKBPRx4JmSYyHJNs
9243,New York,New York City,Valley Winter Song,Fountains of Wayne,spotify:track:0g10ndCuaKKaDqUa7gKZMV
9244,New York,New York City,The Vampires of New York,Marcy Playground,spotify:track:5DsmuV5zcG7rqjwPP7JTee
9245,New York,New York City,Vaudeville Ain't Dead/Catch Our Act at the Met,(from the musical revue Two on the Aisle),spotify:track:2yD24GipcTcMWE08cn6wwQ
9246,New York,New York City,Vecchio Jazz Di Broadway,Mario Pezzotta E I Suoi Solisti,error
9247,New York,New York City,Venezuelan in New York,King Changó,error
9248,New York,New York City,Venus,Television,spotify:track:3x0iCzjgf0v9lnwvAhU9P2
9249,New York,New York City,Venus of Avenue D,Mink DeVille,spotify:track:7vwJ2siZcQvy74Zyo0F7TK
9250,New York,New York City,Verdict on Judge Street,Eddie Palmieri,spotify:track:3Sp8pIIBPqDXMPtBb6rw3Z
9251,New York,New York City,Village Gait,Yellowjackets,spotify:track:6RPkCMTrEM3drUAhocjUI6
9252,New York,New York City,The Village in the Morning,The Magnetic Fields,spotify:track:0D63HpjDhznuP3KdGd94dh
9253,New York,New York City,The Village of New York,(from the film Windjammer),spotify:track:6yyMG7C9FEIJUd6EtYYVmG
9254,New York,New York City,Village Voice Personal,Shrug,error
9255,New York,New York City,Village Zoo,Mark Col,spotify:track:586IWB2wK5cdN5lP9nIr2L
9256,New York,New York City,Violets for Your Furs,Frank Sinatra,spotify:track:5Qy0neF19Aj2Tb5T7T0gy3
9257,New York,New York City,Vipers of Harlem,Darryl Read,spotify:track:6WkRMEqWIlAf3v1Cit6sek
9258,New York,New York City,Visions of Johanna,Bob Dylan,spotify:track:2rslQV48gNv3r9pPrQFPW1
9259,New York,New York City,W 86th,Lee Konitz,spotify:track:1YKaascT3lR7xY7bMPzHox
9260,New York,New York City,Waiting for the B Train,Christine Lavin,spotify:track:6tEo1d7RhxSqQH2g2X51Nq
9261,New York,New York City,Wake up,Hilary Duff,spotify:track:7qhUtJDCu1tYrdkIMPVYRc
9262,New York,New York City,Wake up in New York,Craig Armstrong,spotify:track:5P7SWfTfsu2TNf2NAn94Dg
9263,New York,New York City,Walk Away (42nd Street),Shona Laing,error
9264,New York,New York City,Walk Fast Thru The Alleys Of Harlem,18th Century Quartet,error
9265,New York,New York City,Walk from Regio's,Isaac Hayes,spotify:track:6hfCnZXkRBneixasZAQh53
9266,New York,New York City,Walk in N.Y,Fabolous,spotify:track:0VokHXtSNOpnlMWDMT9kPD
9267,New York,New York City,Walk in New York,Onyx,spotify:track:3PF1qQjnFH9HehWNdNR5aP
9268,New York,New York City,Walk on the Wild Side,Lou Reed 1972,spotify:track:6eLtcmdyvlakt5ctaqobZH
9269,New York,New York City,Walk The Dinosaur,Was (Not Was),spotify:track:7if3aNoVuQUX6WS0np5xLO
9270,New York,New York City,Walkin' Down Broadway,The Penguins,spotify:track:3PJWR0zmlDaP9W2e77Uwcl
9271,New York,New York City,Walkin' In Central Park,SPBR (featuring Patrice Rushen),spotify:track:47Vo59TYaDb4RDZbcXlCQE
9272,New York,New York City,Walkin' in N.Y.,The Manhattan Transfer,spotify:track:0VokHXtSNOpnlMWDMT9kPD
9273,New York,New York City,Walkin' in New York,Brenda Russell,spotify:track:7AzREIY7AHZWo6td8yyFFV
9274,New York,New York City,Walking Down Broadway,Betty Barnes,spotify:track:4eZEQVJtGcIbdbvxSYlBH6
9275,New York,New York City,Walking Down Broadway,Les Humphries,spotify:track:4ty2qUzm78dx3qEN6JZ3hT
9276,New York,New York City,Walking Down Broadway,(from the musical film Strike Up the Band),spotify:track:4ty2qUzm78dx3qEN6JZ3hT
9277,New York,New York City,Walking Down Madison,Kirsty MacColl,spotify:track:40KO7b33rA50X4gLbZee3Z
9278,New York,New York City,Walking in New York,Leo Fuld,spotify:track:2mMGLKH7jCmqduwSivSbeK
9279,New York,New York City,Walking Through Harlem,Universal Messengers,spotify:track:6LIhOtBvpDSgYWb77SzEwr
9280,New York,New York City,Walking Through The Big Apple,Michel Berger,spotify:track:4daHm6rQbY5OaotiQyab5n
9281,New York,New York City,Wall Street,La Familia,spotify:track:4aRipg6fhllqUpoAAtkEyN
9282,New York,New York City,Wall Street,Jackie Mittoo,spotify:track:1vScxuyEa7X1HSP1HXLqZb
9283,New York,New York City,Wall Street,Michael Rose (singer),spotify:track:4aRipg6fhllqUpoAAtkEyN
9284,New York,New York City,Wall Street,Simon Phillips,spotify:track:5T0tdImiPJa2Sg94k5F5F8
9285,New York,New York City,Wall Street,Fat City,spotify:track:2ZsKApLDwaLCmF1eLAYke4
9286,New York,New York City,Wall Street,Van Dyke Parks,spotify:track:2P8pwtsbg2cfNremgbwwXL
9287,New York,New York City,Wall Street Blues,Dolphin Jazz Band,spotify:track:5EvwZi2eQD1dExGkfcS3hR
9288,New York,New York City,Wall Street Bongo,Yello,spotify:track:5apNcYbbUTNCWtSOI9T1Hg
9289,New York,New York City,Wall Street Cha Cha,Warren Covington,spotify:track:31jfpzhTKMsX9b0SnIsy8C
9290,New York,New York City,Wall Street Crash,Chaos UK,spotify:track:3LgjfsaQdOa50JECnYPHHd
9291,New York,New York City,Wall Street Lament,Al Fairweather & Sandy Brown's All Stars,spotify:track:68ELjAeg283oAWU4qAPEMA
9292,New York,New York City,The Wall Street Part of Town,Ry Cooder,spotify:track:28rgq0FeNUAcyio0AIaLcT
9293,New York,New York City,Wall Street Rag,Herb Alpert and the Tijuana Brass,spotify:track:1opGCaIhbxnRv4eNLBW32B
9294,New York,New York City,Wall Street Rag,Scott Joplin,spotify:track:5rXvrKG2vIubbm0LjZltJ3
9295,New York,New York City,Wall Street: Revisited,Hewhocorrupts,spotify:track:0iNQhe9JONos5pskTUQWgI
9296,New York,New York City,Wall Street Rock,Mikey Dread,spotify:track:450MkfBESmVOaDeQSzC07G
9297,New York,New York City,The Wall Street Shuffle,10cc,spotify:track:3HyZGwZAq9oQJQBzSyjs7Q
9298,New York,New York City,Wall Street Shuffle,The Melodians,spotify:track:3HyZGwZAq9oQJQBzSyjs7Q
9299,New York,New York City,Wall Street Village Day,Four Seasons,spotify:track:67NS3rvZSQ7exI3Ynn1l2w
9300,New York,New York City,Wall Street Wail,Duke Ellington,spotify:track:42Uy4mAtJrQN5tFh7PveOB
9301,New York,New York City,Washington Square,Counting Crows,spotify:track:2RnlcUG66KojoICSo67Nb8
9302,New York,New York City,Washington Square,Fruitcake,spotify:track:12orRqkpDqdyY3gIgBxpgM
9303,New York,New York City,Washington Square,The Joneses,spotify:track:2xyBPYEX2ZJyec2dK3vvPR
9304,New York,New York City,Washington Square,(music  Melville Gideon; lyrics  E. Ray Goetz and Cole Porter),spotify:track:2xyBPYEX2ZJyec2dK3vvPR
9305,New York,New York City,Washington Square,Michael Conway Baker,spotify:track:2xyBPYEX2ZJyec2dK3vvPR
9306,New York,New York City,Washington Square,The Village Stompers,spotify:track:2JwLfiU13mnYuiqcqriOLl
9307,New York,New York City,Washington Square At Night,Deborah Holland,spotify:track:5cCiWe7bxPO62c40BpFIRB
9308,New York,New York City,Washington Square Dance,Irving Berlin,spotify:track:4ONpaAclTs3yFLqu5Qxoci
9309,New York,New York City,Washington Square Park,The Wonder Years,spotify:track:3Q8k2eYPbEXACBVkCkeFWU
9310,New York,New York City,The Washington Square Park Episode,Alvin Batiste Jimmy Hamilton/John Carter/David Murray,error
9311,New York,New York City,Wasn't It Nice in New York City,The Crickets,error
9312,New York,New York City,Watch The Closing Doors,I.R.T. (Interboro Rhythm Team),spotify:track:5r0PpuOX2sMzGmEJxoQGln
9313,New York,New York City,Watch Ya Mouth,2Pac,spotify:track:0Qkkd4WyJ72kLfTuoBk5y3
9314,New York,New York City,Watching Brooklyn,Trent Dabbs,spotify:track:2NZvA9Uu0uQGVz9YbUKYKL
9315,New York,New York City,Wawukhona Yini E New York,Ladysmith Black Mambazo,spotify:track:4kzUy1BeJVqaz9nvbg2jsg
9316,New York,New York City,Way Out West (On West End Avenue),Rodgers & Hart,spotify:track:5iJ7hoJanr9bUOXzB0RGDO
9317,New York,New York City,Way Up in NYC,Loudon Wainwright III,spotify:track:34j6TjMUMKJoPTIiz1axWi
9318,New York,New York City,(We Are) New York Lightning,The Voices of East Harlem,spotify:track:5ejyqxJ0HYBBUNnYTrYNeT
9319,New York,New York City,We Are Not Ashamed,Carmen,spotify:track:2neRYiPAHCX0ckQIlwvy9O
9320,New York,New York City,We Are The Boys From The Bowery,Ferko String Band,error
9321,New York,New York City,We Are the City,Casey Neill,spotify:track:44bos3Bc4OsjUACczKffiU
9322,New York,New York City,We Are Whodini,Whodini,spotify:track:26ni0adKqsXja5WltR4xC8
9323,New York,New York City,We Didn't Start the Fire,Billy Joel,spotify:track:3Cx4yrFaX8CeHwBMReOWXI
9324,New York,New York City,We Got the Juice,Freeez,spotify:track:4wKCRjgDg9yVML0pPvc7DX
9325,New York,New York City,We're a Couple of Broadway Brothers,(from the musical Mother Wore Tights),error
9326,New York,New York City,We're a Happy Family,Ramones,spotify:track:0walD6ZsABZcEA1R7tchRm
9327,New York,New York City,We're Cleaning Up Broadway,Rudolf Friml and Irving Caesar,error
9328,New York,New York City,We're The Crew,Warzone (band),spotify:track:2FsEM1EXm84biJoHHxfGEj
9329,New York,New York City,We're the Doormen of New York,Al Stillman and Alan Moran,error
9330,New York,New York City,We've Come to the Copa,(from the musical comedy film Copacabana (1947 film)),error
9331,New York,New York City,We've Got the Juice,Derek B,spotify:track:1t4zTbcEj6wqGqbQCCU1sD
9332,New York,New York City,We Left New York City,Michael Shynes,spotify:track:0UpOdKPDmS9YEToLhlDuNX
9333,New York,New York City,We Like Birdland,"Huey ""Piano"" Smith",spotify:track:6VQhcJIgKhKkREVtkh20pF
9334,New York,New York City,We Live in Brooklyn Ba,Roy Ayers,spotify:track:4LWXJvwI43g8cSJOiHIcjJ
9335,New York,New York City,We Need Jesus,Petra (band),spotify:track:7GPBKyoofubiVgJ2q1JojO
9336,New York,New York City,We Run N.Y.,Tony Touch,spotify:track:1Q2V4LCT77nkZzvH3dkEgP
9337,New York,New York City,We Will Always Have New York,John Wesley Harding (singer),spotify:track:1V0j9s3p4zC6vJgLb9Pq0H
9338,New York,New York City,Welcome 2 Brooklyn,M.O.P.,spotify:track:54c0nEVMCU9s2gaIjUhijO
9339,New York,New York City,Welcome to Brooklyn,Lil' Kim,spotify:track:3Z3HiCJT6fxv4uEx88wftl
9340,New York,New York City,Welcome to Brownsville,M.O.P.,spotify:track:3IXsOL4PsctxqiWohSYthI
9341,New York,New York City,Welcome to Harlem,Gary Toms Empire,spotify:track:4CXjq8WzwAZeJYIHPsWoTi
9342,New York,New York City,Welcome to New York,Leon Thomas,spotify:track:6qnM0XXPZOINWA778uNqQ9
9343,New York,New York City,Welcome to New York,Scott Klopfenstein,spotify:track:6muCestTf4gjpI8K2Unewc
9344,New York,New York City,Welcome to New York,Tim Mahoney,spotify:track:1241jF37pBXCvBSkmKT6mC
9345,New York,New York City,Welcome to New York,Taylor Swift,spotify:track:6qnM0XXPZOINWA778uNqQ9
9346,New York,New York City,Welcome to New York City,Cam'Ron featuring JayZ and Juelz Santana,spotify:track:6GJe7xXJVxmPZpMBVb7kOc
9347,New York,New York City,Welcome 2 No York,Undah Dub & Breeze,spotify:track:4JauNjJ1UloT8NVbRoZJAN
9348,New York,New York City,Welcome To The Terrordome,Public Enemy,spotify:track:2HlKSufhcnPDZAS1S7jLg6
9349,New York,New York City,Wenn es Nacht Wird in Harlem,Marianne Rosenberg,spotify:track:0Fr3dVerfTFcuMXYtpvmAx
9350,New York,New York City,Wenn New York Brennt,Suzanne Doucet,error
9351,New York,New York City,Went To New York,Boozoo Chavis,spotify:track:42AjLXnf1kqnuJNNfs8qnJ
9352,New York,New York City,West 22nd Street Theme,Bob Hutcherson,spotify:track:2QNgPY0MzduKqNNLrON0ng
9353,New York,New York City,West 42nd Street,Deodato,spotify:track:2Ji5mhikuncqYn8xP2SuaV
9354,New York,New York City,West 45th,Ari Ambrose Trio,spotify:track:7wAJ8hsi3xFPJHxQUVXSbw
9355,New York,New York City,West 46th Street,Sonny Stitt & Barry Harris,spotify:track:3hsFix2pjF40gcjIkMEr94
9356,New York,New York City,West 107th Street,Paul Bley & Paul Motian,spotify:track:6Xi8erXowveNAfnQkcRPs0
9357,New York,New York City,West Broadway And 125th,Fool Proof,error
9358,New York,New York City,West End Avenue,Stephen Schwartz from the musical The Magic Show,spotify:track:5qKuvPVHAuqJYesOaaRymv
9359,New York,New York City,West Indian In New York,Young Killer,spotify:track:6s6ouwJDRCHSVkCH6z3jh3
9360,New York,New York City,West On 27th,Killahurtz,spotify:track:4HaHbxil56v4YfXoCzq6UD
9361,New York,New York City,West Side Apartment,Julie Budd,spotify:track:6bi2CbdVnQb6KaXh2EphQy
9362,New York,New York City,West Side Boogie,Ray Gomez,spotify:track:5QAqlUoctz45rVNgAB6U4c
9363,New York,New York City,West Side Encounter,Salsoul Orchestra,error
9364,New York,New York City,West Side Nights,Larry Fast,spotify:track:1q8PrbmaZwH4qPuYPEBQCG
9365,New York,New York City,Westside Pow Wow,Desmond Child,error
9366,New York,New York City,West Side Rock,Big Apple Brass,spotify:track:725jNevT9wwpEb7q9T3Fau
9367,New York,New York City,Westside Story,The Game,spotify:track:0lOe1dR2TNkJMCjIcRuw6T
9368,New York,New York City,West Side Stomp,Luiz Bonfá,spotify:track:1U0iMUP7IIw3EfDtLtWAza
9369,New York,New York City,What A Village Girl Should Know,music  Carlton Kelsey and Maurice Rubens; lyrics  Clifford Grey,error
9370,New York,New York City,Whatever Happened to New York?,Ann Magnuson,spotify:track:2ajaHRF2dCro2ZZvvX9VBf
9371,New York,New York City,What Harlem Is to Me,Coleman Hawkins & The Ramblers,spotify:track:4snTVxrVZ4vT83dEVrMCMG
9372,New York,New York City,What More Do I Need?,Stephen Sondheim,spotify:track:2T5wAkJAhbfxVO3ZpkEWSN
9373,New York,New York City,What New York Couples Fight About,Morcheeba featuring Kurt Wagner,spotify:track:4OKGvy21iH2MpmSaoUl8e8
9374,New York,New York City,What New York Used to Be,The Kills,spotify:track:11m1MrusRBoVGH2U43KLx4
9375,New York,New York City,What'd I Say,Ray Charles,spotify:track:5yQ9iMZXGcr5rlO4hoLsP4
9376,New York,New York City,What's It All About (song)  Run–D.M.C.,,error
9377,New York,New York City,What's New in New York City,Merle Haggard,spotify:track:4ZSLQaxwpn0NytS3LlR8Gc
9378,New York,New York City,When a Fellow Meets a Flapper (on Broadway),(music  Phil Charig; lyrics  Irving Caesar),error
